1.415497275837266367e+00,9.541701498170929163e-02,4.136135658170584928e-01,1.560775317785718652e-01,1.000000000000000000e+00
1.689700438022988305e+00,5.487438810275797607e-01,1.222252241925616767e+00,-2.650718569446505191e-01,1.000000000000000000e+00
-1.060304630687909810e+00,-6.065068714019692386e-01,1.659466835024596465e+00,1.645571628560962008e-01,0.000000000000000000e+00
3.553581366971640954e-01,7.770815612109269743e-01,1.929671318625031162e+00,6.047647542910818963e-01,0.000000000000000000e+00
-3.567941339919494803e-01,8.340312961322717822e-01,2.089253517824594564e+00,1.029705722990299277e+00,0.000000000000000000e+00
-1.700619577584433273e+00,1.798417939480620342e+00,-1.680099826748178817e-03,2.969830580357393224e-01,0.000000000000000000e+00
1.927745745860812487e+00,-3.111976579469540871e-01,1.587269234110116223e+00,-2.824901635025220403e-01,1.000000000000000000e+00
6.201978759727582169e-01,5.212891623374071859e-01,1.242005982097273531e+00,-1.488491864736928016e-01,1.000000000000000000e+00
2.683860489421313611e-01,4.942729388399464963e-01,-6.528550647723996292e-01,4.447192324566113381e-02,1.000000000000000000e+00
1.562322874810253115e+00,-1.377596307331594883e+00,-1.241137966725516462e+00,1.750913609104757518e-01,1.000000000000000000e+00
1.222660543358293772e+00,-1.162214605049315175e+00,7.401407586989435794e-01,2.304864753441822955e+00,1.000000000000000000e+00
9.235806608572758591e-01,-1.033001664102678685e+00,3.724094972951859650e-01,-3.408576140750450567e-01,1.000000000000000000e+00
-3.862817855721578653e-01,1.027585129909962758e+00,-2.313920604920866597e-01,-6.633574416656721207e-01,0.000000000000000000e+00
3.772302778315972382e-03,-1.216915188816715787e+00,-4.342444966510438653e-01,-1.110652830418668024e+00,1.000000000000000000e+00
9.047636402063760075e-01,6.626928875632456251e-01,-2.404391887843510545e-01,2.711315624877512764e-01,1.000000000000000000e+00
-1.160950405670793550e+00,3.939733881368832069e-01,6.164052789561269563e-02,1.273804048562066304e+00,1.000000000000000000e+00
4.116885760822829310e-01,1.357763639713119641e+00,4.426019429930211913e-01,-9.841762257860102725e-01,1.000000000000000000e+00
5.538345068223589074e-01,-9.743081309694722192e-01,-4.189253622278273914e-01,-4.786735491999036252e-01,1.000000000000000000e+00
6.603239526388515745e-01,1.381907859796446481e+00,1.433545581797363855e-01,6.716661637650328531e-01,1.000000000000000000e+00
7.896500442718090707e-02,-6.412257013344437873e-01,2.118333460351792041e+00,1.408972026383642495e+00,1.000000000000000000e+00
2.079340689480547733e-01,1.648379366837200433e+00,1.032058380366844830e+00,-5.152852461064485468e-01,1.000000000000000000e+00
