-7.951583004826221490e-01,-8.989774293730634636e-02,4.136135658170584928e-01,1.560775317785718652e-01,0.000000000000000000e+00
1.796777806059108862e+00,-5.267935443019748920e-01,1.222252241925616767e+00,-2.650718569446505191e-01,1.000000000000000000e+00
-1.060304630687909810e+00,-6.065068714019692386e-01,1.659466835024596465e+00,1.645571628560962008e-01,0.000000000000000000e+00
-2.218527182389229413e-01,-1.998382246471027468e+00,1.929671318625031162e+00,6.047647542910818963e-01,1.000000000000000000e+00
5.054594448561999798e-01,-1.468108224756382585e+00,2.089253517824594564e+00,1.029705722990299277e+00,1.000000000000000000e+00
6.631457081324459990e-01,-5.484980863915485116e-01,-1.680099826748178817e-03,2.969830580357393224e-01,1.000000000000000000e+00
-7.929788818710509224e-01,-7.634187928887461450e-01,1.587269234110116223e+00,-2.824901635025220403e-01,0.000000000000000000e+00
6.450907127593517032e-01,-9.114020578788843974e-01,1.242005982097273531e+00,-1.488491864736928016e-01,1.000000000000000000e+00
2.683183062545053676e-01,-1.029282817665158722e+00,-6.528550647723996292e-01,4.447192324566113381e-02,1.000000000000000000e+00
-9.878093344469091042e-01,-1.669089490853775448e+00,-1.241137966725516462e+00,1.750913609104757518e-01,0.000000000000000000e+00
-9.969823919973946902e-01,-1.277913716546194234e+00,7.401407586989435794e-01,2.304864753441822955e+00,0.000000000000000000e+00
-1.013670563071148889e+00,-9.952324989266277955e-01,3.724094972951859650e-01,-3.408576140750450567e-01,0.000000000000000000e+00
2.645420130913108681e-01,-1.464226929983938774e+00,-2.313920604920866597e-01,-6.633574416656721207e-01,1.000000000000000000e+00
-1.147821191190396828e+00,-7.198774583473088740e-01,-4.342444966510438653e-01,-1.110652830418668024e+00,0.000000000000000000e+00
9.360599672963099138e-01,-8.734580881630125138e-01,-2.404391887843510545e-01,2.711315624877512764e-01,1.000000000000000000e+00
-1.263518726536748904e+00,-1.512750378259562378e+00,6.164052789561269563e-02,1.273804048562066304e+00,1.000000000000000000e+00
3.234835288598507663e-01,-1.390603643800257805e+00,4.426019429930211913e-01,-9.841762257860102725e-01,1.000000000000000000e+00
-1.048699844062064290e+00,-7.490200161167159809e-01,-4.189253622278273914e-01,-4.786735491999036252e-01,0.000000000000000000e+00
5.891767871474342666e-01,-1.309719347459637806e+00,1.433545581797363855e-01,6.716661637650328531e-01,1.000000000000000000e+00
-1.056969814659268314e+00,-1.694670183568737221e-01,2.118333460351792041e+00,1.408972026383642495e+00,0.000000000000000000e+00
6.995627427259754061e-02,-1.605932668361630844e+00,1.032058380366844830e+00,-5.152852461064485468e-01,1.000000000000000000e+00
-1.204850943799356200e+00,-1.432430050508018304e+00,6.734386956783287859e-02,3.433474065150906029e-01,0.000000000000000000e+00
-7.734779707662855497e-01,-4.006857906746723597e-01,-1.678228122665890443e-01,-6.924901842188431467e-02,0.000000000000000000e+00
-1.018084750103186886e+00,-3.745915006529961788e-01,8.191019411046375209e-01,1.898726221311399509e-01,0.000000000000000000e+00
1.178250333129231775e+00,-3.707774031260330228e-01,4.719653640704571940e-01,5.384643382400315925e-01,1.000000000000000000e+00
-1.136553326329315272e+00,-1.207508001311640600e+00,3.109635350406959375e+00,-3.680851479366512580e-01,0.000000000000000000e+00
1.870227557552082143e+00,-1.455407012563217029e+00,-3.624907493014883353e-01,1.499758223577586591e+00,1.000000000000000000e+00
-3.649734380369200615e-01,-1.403918269769022453e+00,4.077343019970478544e-01,2.486724504942266767e-01,1.000000000000000000e+00
1.076984452301883000e+00,-1.451573479919277432e+00,-6.679936382765586655e-01,-8.214819749769188828e-01,1.000000000000000000e+00
-8.441324846639182145e-01,-1.904678372714368351e+00,3.712836000760780242e-01,-1.955976676182340945e+00,1.000000000000000000e+00
-9.182639086159538611e-01,-1.087528188836790477e+00,-1.721851397811310802e+00,-1.889504364473675979e+00,0.000000000000000000e+00
1.310629239630594300e+00,-7.466414506917828930e-01,8.289514014172079115e-01,-3.837072375064525254e-01,1.000000000000000000e+00
7.567224424688629991e-01,-9.291106790629337642e-01,1.066714047257049935e-01,1.734580723476860653e-01,1.000000000000000000e+00
-6.020701907700538591e-01,9.126260255821416756e-02,-1.439031420451506671e+00,-9.961724067813501060e-01,0.000000000000000000e+00
2.709507154328919309e+00,9.272943055911575527e-02,8.764694352033358671e-01,8.734211555295828822e-02,1.000000000000000000e+00
9.884008268194367508e-01,-8.680136591698576209e-01,9.449449313244787652e-01,-1.139797114601107803e-01,1.000000000000000000e+00
-9.005350583062224912e-01,-1.094865467948367144e+00,3.818648438250313304e-01,-4.744903540879541470e-01,0.000000000000000000e+00
1.260113337058273109e+00,-9.370514988654641275e-01,-1.782661981311942645e-01,-2.529350235239938294e-02,1.000000000000000000e+00
-7.073208178426579895e-01,-1.422362404891855281e+00,1.491533282668492166e+00,-2.356301292960787108e-01,0.000000000000000000e+00
1.245038953273603921e+00,-1.172670563751814443e+00,-9.360097378289921055e-01,1.732113185112107212e+00,1.000000000000000000e+00
